Gene.symbol,logFC
hsdS,-0.06
tap,-0.06
yhcK,-0.06
yjgR,-0.06
ykgD,-0.06
c0302,-0.06
ybeR,-0.06
c0948,-0.06
sibC,-0.06
yaeF,-0.06
yafL,-0.06
Z3641,-0.06
c4757,-0.06
xylR,-0.06
ECs5265,-0.06
ylcG,-0.06
yohG,-0.06
c0316,-0.06
asr,-0.065
c2895,-0.065
yffL,-0.065
ymdC,-0.065
ompN,-0.065
mhpT,-0.065
Z5690,-0.065
melB,-0.065
c2517,-0.065
pspF,-0.065
c1657,-0.065
ygaV,-0.065
yjbD,-0.065
ompR,-0.065
hyaE,-0.065
Z2242,-0.065
spoU,-0.065
envY,-0.065
mscM,-0.065
c2465,-0.065
aroM,-0.065
c3402,-0.065
mqsA,-0.065
yggW,-0.065
Z2788,-0.065
c2460,-0.065
c3274,-0.065
ECs4950,-0.065
c2394,-0.065
Z3618,-0.065
c4508,-0.065
yejG,-0.065
c3686,-0.065
Z3345,-0.065
Z3946,-0.065
Z1547,-0.065
ytfL,-0.07
c1760,-0.07
rnpB,-0.07
c3643,-0.07
c1919,-0.07
cysQ,-0.07
yebN,-0.07
yieM,-0.07
yjdI,-0.07
folA,-0.07
ygaF,-0.07
Z1531,-0.07
Z2431,-0.07
flgB,-0.07
ureD_2,-0.07
Z4045,-0.07
iucC,-0.07
mscL,-0.07
ybbK,-0.07
Z0963,-0.07
def,-0.075
yfiA,-0.075
yhfK,-0.075
c4811,-0.075
degQ,-0.075
rrsD,-0.075
baeS,-0.075
yedP,-0.075
yaiL,-0.075
uppP,-0.075
c1914,-0.075
yeaU,-0.075
wbdQ,-0.075
c1630,-0.075
yphH,-0.075
c1273,-0.075
yeiJ,-0.075
fadE,-0.075
fre,-0.075
c1208,-0.075
c0638,-0.075
yiaJ,-0.08
yobB,-0.08
wcaB,-0.08
yedY,-0.08
c3306,-0.08
ydaS,-0.08
cynS,-0.08
c4770,-0.08
c1225,-0.08
c1675,-0.08
atpD,-0.08
c3444,-0.08
ydjC,-0.08
Z2317,-0.08
glpG,-0.08
Z5895,-0.08
yfhC,-0.08
ECs1758,-0.08
c2456,-0.08
terZ_2,-0.08
aslA,-0.08
yjhG,-0.08
c4280,-0.08
rph,-0.08
c2512,-0.08
yhaR,-0.08
ureC,-0.08
acs,-0.08
yghZ,-0.085
c0481,-0.085
ydeV,-0.085
mcrA,-0.085
c3182,-0.085
yfaV,-0.085
c1968,-0.085
yecR,-0.085
Z0609,-0.085
Z0348,-0.085
c0308,-0.085
nirD,-0.085
Z4849,-0.085
sdiA,-0.085
Z1771,-0.085
Z1881,-0.085
ahr,-0.085
c2503,-0.085
escD,-0.085
ECs4952,-0.085
yehX,-0.085
Z0888,-0.085
Z5201,-0.09
waaI,-0.09
djlA,-0.09
hcaC,-0.09
papJ,-0.09
ycbB,-0.09
sotB,-0.09
ynfL,-0.09
ygdH,-0.09
c0261,-0.09
phoE,-0.09
yhiU,-0.09
ansP,-0.09
ycaL,-0.09
c2403,-0.09
c0762,-0.09
phr,-0.09
elaD,-0.09
cvrA,-0.09
cirA,-0.09
yfeA,-0.09
c0933,-0.09
yciQ,-0.09
cueR,-0.09
c2160,-0.09
ybdK,-0.09
c0765,-0.09
yfaZ,-0.09
Z5617,-0.09
dgkA,-0.095
ygeA,-0.095
fruA,-0.095
Z4318,-0.095
yihP,-0.095
ycgK,-0.095
gatA,-0.095
rpoN,-0.095
cusA,-0.095
eno,-0.095
yedZ,-0.095
yoeA,-0.095
etp,-0.095
ydjR,-0.095
mcaS,-0.095
yqhA,-0.095
ybhR,-0.095
c0222,-0.095
yddQ,-0.095
c4762,-0.095
araJ,-0.095
escR,-0.095
yegE,-0.095
c5376,-0.095
Z0022,-0.095
c2608,-0.095
mdtB,-0.095
ybbL,-0.1
yedA,-0.1
tyrP,-0.1
ydcU,-0.1
tnaA,-0.1
Z5816,-0.1
ynaK,-0.1
betT,-0.1
sepQ,-0.1
ECs4945,-0.1
Z1445,-0.1
gidA,-0.1
ydfB,-0.1
rsmD,-0.1
waaR,-0.1
c4523,-0.1
c4407,-0.1
c0333,-0.1
ygcE,-0.1
glpR,-0.1
Z2980,-0.1
Z4064,-0.1
c1692,-0.1
Z1469,-0.1
ygjE,-0.105
nadC,-0.105
hokE,-0.105
yceH,-0.105
hemC,-0.105
erfK,-0.105
ygjF,-0.105
ycbQ,-0.105
recT,-0.105
c1142,-0.105
c5298,-0.105
c3951,-0.105
Z1605,-0.105
ECs5444,-0.105
Z3614,-0.105
c3190,-0.105
c0060,-0.105
c4205,-0.105
yafX,-0.105
c0478,-0.105
Z0266,-0.105
c5350,-0.105
c4577,-0.11
Z2987,-0.11
c3766,-0.11
wzx,-0.11
yjaE,-0.11
ybcH,-0.11
cysW,-0.11
cpxA,-0.11
hcaT,-0.11
ynfB,-0.11
Z2226,-0.11
c3183,-0.11
essQ,-0.11
matB,-0.11
yeeR,-0.11
yeeJ,-0.11
leuC,-0.11
ydeP,-0.11
fdrA,-0.11
espB,-0.11
ynjH,-0.11
ybgO,-0.11
Z1842,-0.11
yiaY,-0.11
csrA,-0.115
treA,-0.115
Z5129,-0.115
pstS,-0.115
tfaS,-0.115
yeaN,-0.115
c5042,-0.115
frdA,-0.115
yohL,-0.115
sgaU,-0.115
c4548,-0.115
Z3361,-0.115
c4505,-0.115
ccrB,-0.115
c0079,-0.115
ydaM,-0.115
c0470,-0.115
intK,-0.115
terE_2,-0.115
ygcS,-0.115
ydcM,-0.115
Z1488,-0.115
mhpR,-0.115
c2464,-0.115
c4581,-0.115
Z0390,-0.115
ygbT,-0.12
aroE,-0.12
prkB,-0.12
c3646,-0.12
yjeA,-0.12
yfaW,-0.12
c2607,-0.12
Z5924,-0.12
phoP,-0.12
Z5890,-0.12
ycdB,-0.12
yadS,-0.12
c4021,-0.12
c4580,-0.12
c3803,-0.12
yhfT,-0.12
yhdN,-0.12
Z3314,-0.12
ybfD,-0.12
yagR,-0.12
aroP,-0.12
phnJ,-0.12
yheU,-0.125
goaG,-0.125
c1126,-0.125
alkB,-0.125
c3134,-0.125
Z2981,-0.125
ygdB,-0.125
yagN,-0.125
ulaD,-0.125
ECs5422,-0.125
c4025,-0.125
yeaH,-0.125
speC,-0.125
torC,-0.125
c0741,-0.125
cbpA,-0.125
glnL,-0.125
hemY,-0.125
ydiE,-0.125
ygcF,-0.125
yjiN,-0.125
ydhP,-0.13
ubiC,-0.13
yliD,-0.13
c2180,-0.13
c1824,-0.13
ycjN,-0.13
Z1338,-0.13
sgrR,-0.13
yeaR,-0.13
ycdI,-0.13
c5447,-0.13
thiD,-0.13
c1215,-0.13
Z5901,-0.13
fbp,-0.13
ycdU,-0.13
c0942,-0.13
yhbV,-0.13
yfbK,-0.13
ECs4969,-0.13
c3608,-0.13
Z0898,-0.13
ECs1581,-0.13
c1820,-0.13
hsdM,-0.135
lpp,-0.135
yadE,-0.135
c3759,-0.135
yoaD,-0.135
ybaZ,-0.135
ydgI,-0.135
Z1789,-0.135
cueO,-0.135
glpF,-0.135
fliH,-0.135
Z3843,-0.135
hydN,-0.135
gadA,-0.135
bssS,-0.135
Z3625,-0.135
yghU,-0.135
Z3951,-0.135
rdlC,-0.135
fliN,-0.135
c5383,-0.135
yfdM,-0.14
ldtA,-0.14
c5428,-0.14
apbA,-0.14
yahK,-0.14
yciG,-0.14
c4376,-0.14
intQ,-0.14
c2728,-0.14
Z1549,-0.14
yeiN,-0.14
gadY,-0.14
yohC,-0.14
c3669,-0.14
rbn,-0.14
c1144,-0.14
yahI,-0.14
kpsT,-0.14
c4513,-0.14
phpB,-0.14
c5356,-0.14
ECs0810,-0.14
hemX,-0.145
wcaI,-0.145
yejA,-0.145
yjbN,-0.145
Z2222,-0.145
Z4183,-0.145
iadA,-0.145
mutM,-0.145
leuA,-0.145
eutR,-0.145
yihK,-0.145
ECs1342,-0.145
c5163,-0.145
yedS,-0.145
racC,-0.145
ynfN,-0.145
c1495,-0.145
yehW,-0.145
hlyE,-0.145
galS,-0.145
fhiA,-0.145
c1268,-0.145
c3771,-0.145
papK,-0.145
molR_B,-0.145
yheG,-0.145
flhA,-0.15
ymcA,-0.15
iraM,-0.15
yihZ,-0.15
yfeR,-0.15
c4182,-0.15
rimJ,-0.15
yhfR,-0.15
cusF,-0.15
yceI,-0.15
yodB,-0.15
yncJ,-0.15
yjbI,-0.15
yhdP,-0.15
ECs5498,-0.15
c4502,-0.15
flgH,-0.15
ECs4989,-0.15
Z5946,-0.15
setA,-0.15
cysC,-0.15
Z5224,-0.15
ylbE,-0.15
hdeD,-0.15
yhhQ,-0.15
narU,-0.15
ECs5463,-0.15
Z1089,-0.15
Z3062,-0.15
c1833,-0.15
yehM,-0.15
c4779,-0.15
avtA,-0.155
ygdR,-0.155
fliS,-0.155
ppdB,-0.155
c1469,-0.155
argF,-0.155
ybaW,-0.155
citE,-0.155
c0009,-0.155
gst,-0.155
prpD,-0.155
rnlB,-0.155
ybbT,-0.155
ECs4997,-0.155
nupX,-0.155
hyaF,-0.155
yegO,-0.155
citF,-0.155
hyfH,-0.155
c3175,-0.155
Z2268,-0.155
c2169,-0.155
c3682,-0.155
Z2189,-0.16
Z2221m,-0.16
ycbS,-0.16
yeiT,-0.16
c3188,-0.16
crl,-0.16
c3193,-0.16
c3340,-0.16
tar,-0.16
ilvH,-0.16
ECs5381,-0.16
Z1987,-0.16
Z2795,-0.16
htrE,-0.16
tpiA,-0.16
c4434,-0.16
antU,-0.16
Z3156,-0.16
c3734,-0.165
Z2104,-0.165
ycaD,-0.165
mutT,-0.165
flgN,-0.165
ybeM,-0.165
yciW,-0.165
yfcF,-0.165
c0670,-0.165
coaD,-0.165
aat,-0.165
entB,-0.165
ycgX,-0.165
yagX,-0.165
c1611,-0.165
aas,-0.165
ECs5398,-0.165
yghD,-0.165
ykfA,-0.165
mnmE,-0.165
fecA,-0.165
Z2990,-0.165
c3752,-0.165
Z5523,-0.165
yhaU,-0.165
ydeF,-0.165
hupA,-0.17
yihE,-0.17
ECs5411,-0.17
c4437,-0.17
yfdL,-0.17
sgbH,-0.17
yegP,-0.17
potH,-0.17
Z3097,-0.17
psuT,-0.17
acrF,-0.17
ydaU,-0.17
c1323,-0.17
Z4205,-0.17
yaiB,-0.17
yfeK,-0.17
Z5684,-0.17
osmY,-0.17
yejE,-0.17
sseA,-0.17
yjiL,-0.17
Z3597,-0.17
yfdK,-0.17
c0293,-0.17
msrA,-0.175
purT,-0.175
yiiD,-0.175
gloB,-0.175
ykgJ,-0.175
ECs5518,-0.175
casE,-0.175
frdC,-0.175
yegR,-0.175
Z3513,-0.175
flgJ,-0.175
ybbI,-0.175
yeeP,-0.175
c2749,-0.175
ryhB,-0.175
yhaH,-0.18
ureG_2,-0.18
chpB,-0.18
thrA,-0.18
ygcP,-0.18
ascF,-0.18
yfdF,-0.18
kgtP,-0.18
yhdA,-0.18
ybbZ,-0.18
ydfJ,-0.18
c1155,-0.18
yojH,-0.18
wcaG,-0.18
c3178,-0.18
c0940,-0.18
Z2055,-0.18
sidI,-0.18
prpC,-0.18
ugd,-0.18
ybbX,-0.18
yiiU,-0.185
Z4201,-0.185
yffB,-0.185
yecK,-0.185
gluQ,-0.185
c0937,-0.185
stfQ,-0.185
ydjK,-0.185
metN,-0.185
yjiM,-0.185
ssrS,-0.185
c0253,-0.185
c1585,-0.185
c4836,-0.185
c1441,-0.185
yagW,-0.185
yeaW,-0.185
phnH,-0.185
Z2749,-0.185
ECs2167,-0.185
pgi,-0.185
ygbK,-0.185
ynfE,-0.185
yphB,-0.185
c1337,-0.185
yhbQ,-0.185
c4735,-0.185
Z4106,-0.185
ybiO,-0.19
yagB,-0.19
fliF,-0.19
hupB,-0.19
intB,-0.19
yjjP,-0.19
pqqL,-0.19
yrbL,-0.19
ydcK,-0.19
hemN,-0.19
c1740,-0.19
c5078,-0.19
yqiG,-0.19
ydiV,-0.19
ydhT,-0.19
ymcC,-0.19
c0640,-0.19
dicC,-0.19
chuU,-0.19
Z2348,-0.19
Z0419,-0.19
c4562,-0.195
Z1325,-0.195
ydjI,-0.195
argG,-0.195
ytfM,-0.195
c4973,-0.195
ydhL,-0.195
rbsR,-0.195
cpxR,-0.195
hybC,-0.195
ybcI,-0.195
c1274,-0.195
c3671,-0.195
Z0308,-0.195
c0428,-0.195
c2574,-0.195
c1538,-0.195
waaU,-0.2
sugE,-0.2
cpsB,-0.2
frlB,-0.2
tfaR,-0.2
Z5221,-0.2
ydaQ,-0.2
fhuD,-0.2
potE,-0.2
c5334,-0.2
c1801,-0.2
c3559,-0.2
c2610,-0.2
yjeP,-0.2
frwB,-0.2
Z3162,-0.2
iucB,-0.2
ECs5382,-0.2
glnG,-0.2
Z5902,-0.2
ycjU,-0.2
c3309,-0.205
metQ,-0.205
ydcH,-0.205
cspD,-0.205
yeaS,-0.205
Z1930,-0.205
ECs5437,-0.205
yidA,-0.205
ybbM,-0.205
yfhK,-0.205
ydaA,-0.205
c1918,-0.205
evgA,-0.205
Z0005,-0.205
yeeY,-0.205
Z1557,-0.205
Z1963,-0.205
c2676,-0.205
c0280,-0.205
c3225,-0.205
caiC,-0.205
pabA,-0.21
nrdE,-0.21
c0507,-0.21
cadC,-0.21
Z3626,-0.21
hyaD,-0.21
yicH,-0.21
gidB,-0.21
mtr,-0.21
Z0065,-0.21
iroC,-0.21
yfgF,-0.21
emrB,-0.21
recQ,-0.21
yjhB,-0.21
livK,-0.21
amtB,-0.21
c2300,-0.21
mdoC,-0.21
Z4197,-0.21
ybdL,-0.21
ygbD,-0.21
c0255,-0.21
Z1854,-0.21
ydiR,-0.215
caiA,-0.215
c2421,-0.215
ydjL,-0.215
c4830,-0.215
ygdE,-0.215
fliE,-0.215
sgcA,-0.215
c3609,-0.215
greB,-0.215
rzpQ,-0.215
c1158,-0.215
ECs1180,-0.215
ECs5433,-0.215
fliG,-0.215
yhhU,-0.215
c4499,-0.215
yfjR,-0.215
chaA,-0.215
wcaC,-0.22
ydeZ,-0.22
yjgJ,-0.22
c0435,-0.22
ppc,-0.22
phnO,-0.22
ryjA,-0.22
c5023,-0.22
kil,-0.22
ykgG,-0.22
c0869,-0.22
c1202,-0.22
yebW,-0.22
c3703,-0.22
c0705,-0.22
codB,-0.22
yehA,-0.22
fecB,-0.22
cyoB,-0.22
Z0404,-0.22
ygcY,-0.22
yhiX,-0.22
intO,-0.22
c2163,-0.22
c3636,-0.22
c2419,-0.225
gcvT,-0.225
yrdA,-0.225
galR,-0.225
rsmC,-0.225
ymcB,-0.225
c5038,-0.225
ptr,-0.225
nrdH,-0.225
ybaT,-0.225
hyfG,-0.225
ygiL,-0.225
yafM,-0.225
yejF,-0.225
c3637,-0.225
Z2786,-0.225
yihT,-0.225
c1219,-0.225
ybdJ,-0.23
yccE,-0.23
exuR,-0.23
Z2187,-0.23
fimC,-0.23
Z1449,-0.23
fdhE,-0.23
yafD,-0.23
Z1850,-0.23
yieL,-0.23
hycC,-0.23
ydgE,-0.23
Z2253,-0.23
cspH,-0.23
c4889,-0.23
yahF,-0.23
Z1329,-0.23
c2422,-0.23
sfa,-0.23
Z6061,-0.235
yifE,-0.235
yggB,-0.235
yiiR,-0.235
c3194,-0.235
fliT,-0.235
purH,-0.235
hsdR,-0.235
c1197,-0.235
yagQ,-0.235
Z6044,-0.235
ybjH,-0.235
yehV,-0.235
c5170,-0.235
c4483,-0.235
c4920,-0.235
ECs1706,-0.24
yaaY,-0.24
nepI,-0.24
yggC,-0.24
yhhW,-0.24
basS,-0.24
ppiA,-0.24
c3200,-0.24
sgcX,-0.24
rrrQ,-0.24
entD,-0.24
barA,-0.24
c1074,-0.24
yliI,-0.24
ybeL,-0.24
yegX,-0.24
Z4190,-0.24
ymgE,-0.24
c2791,-0.24
hyfB,-0.24
c0954,-0.24
yjfF,-0.24
c2295,-0.245
menG,-0.245
yqhC,-0.245
yieP,-0.245
yncD,-0.245
cynR,-0.245
c3649,-0.245
c0854,-0.245
ilvA,-0.245
yegS,-0.245
ydfK,-0.245
gipA,-0.245
yagT,-0.245
Z3392,-0.245
fliJ,-0.245
yfdY,-0.25
c5075,-0.25
yfjW,-0.25
ygaP,-0.25
narQ,-0.25
c5233,-0.25
yfiB,-0.25
acrD,-0.25
ddpF,-0.25
Z5352,-0.25
ybeS,-0.25
Z1458,-0.25
c0631,-0.25
Z3695,-0.25
c5355,-0.25
Z1849,-0.25
Z5222,-0.25
glgX,-0.255
hyaC,-0.255
c0888,-0.255
feaR,-0.255
rbsB,-0.255
leuD,-0.255
intP_2,-0.255
hycF,-0.255
c5033,-0.255
adhE,-0.255
ECs2142,-0.255
norV,-0.255
c5377,-0.255
c0760,-0.255
Z5888,-0.255
ybaN,-0.26
cfa,-0.26
gmd,-0.26
trpR,-0.26
yfiK,-0.26
ybfN,-0.26
yqeG,-0.26
wecC,-0.26
fliP,-0.26
uraA,-0.26
yagV,-0.26
yfcH,-0.26
yhbX,-0.26
uxaA,-0.26
dmsC,-0.26
fsr,-0.26
c5449,-0.26
c2266,-0.26
c3598,-0.26
c0360,-0.26
c4204,-0.26
c0952,-0.26
yajR,-0.265
c3307,-0.265
asnA,-0.265
c2624,-0.265
bdcR,-0.265
cpsG,-0.265
yhgN,-0.265
glgB,-0.265
Z2176,-0.265
Z5863,-0.265
c3405,-0.265
ybhM,-0.265
yieO,-0.265
yjdJ,-0.265
c1855,-0.265
arsR,-0.265
c1175,-0.265
Z3393,-0.265
c1153,-0.265
c4503,-0.265
ECs5533,-0.265
c0859,-0.265
proW,-0.265
c1718,-0.27
ydjJ,-0.27
yfdC,-0.27
c2987,-0.27
Z2428,-0.27
ygjK,-0.27
ydiP,-0.27
yeiL,-0.27
ygiW,-0.27
Z5000,-0.27
phnG,-0.27
ymgC,-0.27
Z4048,-0.27
thiP,-0.27
c0827,-0.27
rfaJ,-0.27
Z4080,-0.27
ydgC,-0.27
Z1851,-0.27
c4497,-0.27
Z0443,-0.27
ybcZ,-0.27
yieG,-0.27
menA,-0.275
c4535,-0.275
Z1822,-0.275
yjhI,-0.275
yebB,-0.275
ydaJ,-0.275
csgB,-0.275
c3467,-0.275
Z2975,-0.275
yihD,-0.275
Z1553,-0.275
glcC,-0.275
ybiX,-0.275
c3353,-0.275
rybB,-0.275
c2938,-0.275
c1659,-0.28
lasT,-0.28
yfaU,-0.28
fimF,-0.28
Z0897,-0.28
ynaF,-0.28
wcaJ,-0.28
yhfW,-0.28
Z1852,-0.28
fepC,-0.28
glcG,-0.28
ygbL,-0.28
thiC,-0.28
c1145,-0.28
c4984,-0.28
c1466,-0.28
Z1456,-0.28
ygaT,-0.28
Z2119,-0.28
Z5894,-0.28
argB,-0.285
yfaX,-0.285
ECs0239,-0.285
ybfB,-0.285
emrK,-0.285
c2255,-0.285
tauB,-0.285
ykgL,-0.285
ECs4951,-0.285
citD,-0.285
hopD,-0.285
Z4200,-0.285
c1294,-0.285
ygiK,-0.285
c0008,-0.285
dacD,-0.285
ykfH,-0.285
Z2278,-0.29
rnlA,-0.29
rluF,-0.29
c0697,-0.29
hemG,-0.29
leuL,-0.29
c2609,-0.29
c5314,-0.29
lhgO,-0.29
yibF,-0.29
ycjO,-0.29
arcC,-0.29
yagH,-0.29
c0795,-0.29
Z0431,-0.29
c3040,-0.29
fepB,-0.29
c0262,-0.29
c3773,-0.29
ypjF,-0.295
yfjY,-0.295
ybcQ,-0.295
Z0851,-0.295
Z3136,-0.295
yhdX,-0.295
yqjD,-0.295
hemH,-0.295
ycjR,-0.295
yneB,-0.295
casD,-0.295
argR,-0.295
grxA,-0.295
ybaK,-0.295
c1569,-0.295
yagJ,-0.295
c2457,-0.295
afuC,-0.295
yggR,-0.295
c4524,-0.295
ytfE,-0.295
ECs3006,-0.3
kduI,-0.3
ydjG,-0.3
fimH,-0.3
yagY,-0.3
yfjT,-0.3
Z2282,-0.3
fliQ,-0.3
yjdA,-0.3
c0330,-0.3
Z0423,-0.3
spf,-0.3
yjcB,-0.3
yqeA,-0.305
yafE,-0.305
udp,-0.305
hofC,-0.305
c2480,-0.305
papA,-0.305
hyfE,-0.305
ECs1191,-0.305
ydcR,-0.305
yijE,-0.305
nudE,-0.305
yfhL,-0.305
ydeJ,-0.305
yfjV,-0.305
Z2666,-0.305
ygbJ,-0.305
adrA,-0.305
casB,-0.31
yffG,-0.31
dicB,-0.31
yeiU,-0.31
ygjP,-0.31
yfaO,-0.31
c0339,-0.31
rtcA,-0.31
c3761,-0.31
Z5930,-0.31
yahB,-0.31
c2686,-0.31
ydjA,-0.31
yacH,-0.31
nohB,-0.31
c4277,-0.31
csiD,-0.31
c0971,-0.31
cchB,-0.31
c1879,-0.31
ydiM,-0.31
yfiM,-0.315
creC,-0.315
pgaB,-0.315
ypeC,-0.315
c2643,-0.315
wcaA,-0.315
yebS,-0.315
yhiO,-0.315
aphA,-0.315
yaiT,-0.315
dmsA,-0.315
sgrS,-0.315
mngB,-0.315
ycjV,-0.315
fliI,-0.315
Z0110,-0.315
ECs1190,-0.315
yrfD,-0.315
c3579,-0.315
Z0023,-0.315
ybfP,-0.32
ansB,-0.32
ydcS,-0.32
sgcC,-0.32
waaZ,-0.32
hyfF,-0.32
ykfI,-0.32
fecR,-0.32
yfaP,-0.32
c3840,-0.32
adiA,-0.32
c0277,-0.32
c3675,-0.32
c3397,-0.32
ydhU,-0.32
ECs5487,-0.32
c3891,-0.32
c3670,-0.32
Z6073,-0.32
bisC,-0.325
ybfC,-0.325
yhbL,-0.325
gatB,-0.325
rffH,-0.325
yagL,-0.325
sbmA,-0.325
Z3494,-0.325
yfjU,-0.325
ilvM,-0.325
c0549,-0.325
tauC,-0.325
c0947,-0.325
ynfF,-0.325
c0763,-0.325
ECs1613,-0.325
yfdQ,-0.33
pckA,-0.33
Z4209,-0.33
nadA,-0.33
terF_2,-0.33
c3943,-0.33
c2669,-0.33
yjdE,-0.33
c0446,-0.33
fecC,-0.33
c4838,-0.33
yfeW,-0.335
ECs2253,-0.335
ygiD,-0.335
ykgB,-0.335
ygbI,-0.335
yrfF,-0.335
yfcU,-0.335
Z1538,-0.335
molR_D,-0.335
fimE,-0.335
c1443,-0.335
yafW,-0.335
c3234,-0.335
ycdL,-0.335
c1315,-0.335
Z0442,-0.335
ybdR,-0.34
c3023,-0.34
vacB,-0.34
hisQ,-0.34
ybaS,-0.34
ygaE,-0.34
Z4734m,-0.34
c0968,-0.34
agaS,-0.34
c4419,-0.34
iciA,-0.34
Z1327,-0.34
ynbA,-0.34
yfbP,-0.34
c2420,-0.34
sgbU,-0.34
ECs0808,-0.34
yegZ,-0.345
c1008,-0.345
Z2718,-0.345
Z3388,-0.345
nac,-0.345
bluF,-0.345
yhhS,-0.345
c4531,-0.345
Z1026,-0.345
Z5940,-0.345
yhfZ,-0.345
yfjQ,-0.345
c0393,-0.345
ygcX,-0.345
lysR,-0.35
dcuA,-0.35
ybgP,-0.35
tnaL,-0.35
proP,-0.35
c0646,-0.35
insA,-0.35
yahN,-0.35
iroB,-0.35
Z3086,-0.35
argI,-0.35
malP,-0.35
yhhK,-0.35
clpA,-0.35
ugpQ,-0.35
yahG,-0.35
c3171,-0.35
rprA,-0.35
Z0706,-0.35
yjdB,-0.355
mcrB,-0.355
c2913,-0.355
c3672,-0.355
Z2192,-0.355
motA,-0.355
yfjP,-0.355
c3146,-0.355
ykgE,-0.355
citC,-0.355
yjfK,-0.355
c5027,-0.355
yehL,-0.355
c2530,-0.355
Z1824,-0.355
ytfB,-0.36
mdh,-0.36
csgD,-0.36
ydeQ,-0.36
soxR,-0.36
yiaL,-0.36
ybjE,-0.36
ECs2753,-0.36
Z3024,-0.36
c2973,-0.36
yafY,-0.36
Z3715,-0.36
hns,-0.365
Z0656,-0.365
yddA,-0.365
carB,-0.365
wcaH,-0.365
fimD,-0.365
c2854,-0.365
Z3260,-0.365
ypfG,-0.365
entC,-0.365
yjjB,-0.365
manX,-0.365
c3411,-0.365
c2371,-0.365
c3379,-0.365
c4168,-0.365
yojI,-0.365
c5312,-0.365
c3949,-0.365
hyfI,-0.365
ytfK,-0.37
yfcC,-0.37
c1702,-0.37
c4942,-0.37
nudC,-0.37
yegJ,-0.37
phnN,-0.37
Z0387,-0.37
ldrB,-0.37
c0119,-0.37
c5151,-0.37
c1960,-0.375
nlp,-0.375
yjbQ,-0.375
yaeR,-0.375
frlC,-0.375
yfjM,-0.375
ykgC,-0.375
yejB,-0.375
dipZ,-0.375
yfhH,-0.375
Z3394,-0.375
Z5211,-0.375
rob,-0.375
Z2362,-0.375
c3774,-0.375
ilvE,-0.375
c3751,-0.375
ygiH,-0.375
c2485,-0.375
aldA,-0.375
yjeK,-0.38
yjdL,-0.38
c2388,-0.38
yhcG,-0.38
lyxK,-0.38
Z1535,-0.38
c3265,-0.38
fecI,-0.38
Z1596,-0.38
c3614,-0.38
c0958,-0.38
c2925,-0.38
yafS,-0.385
tag,-0.385
yjbR,-0.385
fhuE,-0.385
Z4999,-0.385
omrB,-0.385
ydeY,-0.385
c1478,-0.385
dgoR,-0.385
mdtM,-0.385
yraQ,-0.385
c1357,-0.39
ybhN,-0.39
yjgZ,-0.39
wcaE,-0.39
ycgG,-0.39
frdB,-0.39
c0362,-0.39
cusB,-0.39
yrdB,-0.39
c2926,-0.39
yfjH,-0.39
hcaD,-0.39
yijP,-0.39
sgcQ,-0.39
ompG,-0.39
thiQ,-0.39
Z3783,-0.39
yeiW,-0.39
cydA,-0.395
pphA,-0.395
kptA,-0.395
yafO,-0.395
c1934,-0.395
yfjX,-0.395
yraN,-0.395
hycD,-0.395
ybhO,-0.395
ydeS,-0.395
ycjP,-0.395
dppF,-0.395
c0192,-0.395
cyoA,-0.395
mobB,-0.395
yhfS,-0.395
ECs3381,-0.395
escV,-0.395
lomU,-0.395
mdlB,-0.4
Z3949,-0.4
motB,-0.4
c0689,-0.4
yjeT,-0.4
c2588,-0.4
ynbB,-0.4
yddB,-0.4
trxC,-0.4
c1861,-0.4
insB1,-0.4
c5346,-0.4
c4352,-0.4
c2288,-0.4
ompF,-0.405
wecD,-0.405
ylbF,-0.405
lysA,-0.405
bax,-0.405
ybaY,-0.405
c5024,-0.405
c0381,-0.405
phnF,-0.405
yibK,-0.405
yjiG,-0.41
ygfG,-0.41
yjaB,-0.41
c3513,-0.41
yfhD,-0.41
yfeS,-0.41
Z5029,-0.41
atoB,-0.41
Z4175,-0.41
c3673,-0.41
c2408,-0.41
c1958,-0.41
c2531,-0.41
cstA,-0.41
ilvG,-0.415
c3192,-0.415
Z0469,-0.415
ubiX,-0.415
casA,-0.415
c0485,-0.415
yjcC,-0.415
ydiT,-0.415
ynhA,-0.415
fliO,-0.415
garR,-0.415
yieI,-0.415
c4527,-0.415
phnL,-0.42
coaA,-0.42
nrfF,-0.42
ygfF,-0.42
pstB,-0.42
yheK,-0.42
yhjS,-0.42
frdD,-0.42
rffG,-0.42
ydiO,-0.42
Z2103,-0.42
c1189,-0.42
c1929,-0.42
osmE,-0.42
c2587,-0.425
fimG,-0.425
c3486,-0.425
ydhS,-0.425
Z1419,-0.425
ybeQ,-0.425
bioH,-0.425
ymdA,-0.425
Z5002,-0.425
c1149,-0.425
ydjH,-0.425
hycE,-0.425
xdhD,-0.425
yhcS,-0.425
c3233,-0.425
c0463,-0.425
hyfD,-0.425
kpsD,-0.425
ycjQ,-0.43
yjhR,-0.43
tldD,-0.43
ycaK,-0.43
c3248,-0.43
c1610,-0.43
fruR,-0.43
ygjH,-0.43
ygbM,-0.43
yphE,-0.43
yheR,-0.43
c3664,-0.43
pbpC,-0.43
trkA,-0.435
yghA,-0.435
ykfC,-0.435
tsr,-0.435
yhjR,-0.435
citX,-0.435
c4556,-0.435
Z0406,-0.44
ybfG,-0.44
